id	date	r1	r2	TG92300
CONTROL-NTC-095	2021-02-08	/TGenNextGen/TGN-MiniSeq0064/PMI-TGN_Bowers_PH-GAS/CONTROL-NTC-095_S23_R1_001.fastq.gz	/TGenNextGen/TGN-MiniSeq0064/PMI-TGN_Bowers_PH-GAS/CONTROL-NTC-095_S23_R2_001.fastq.gz	92.38%
GAS-AZ00096336-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096336-095_S217_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096336-095_S217_R2_001.fastq.gz	89.05%
GAS-AZ00096337-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096337-095_S216_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096337-095_S216_R2_001.fastq.gz	88.59%
GAS-AZ00096338-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096338-095_S215_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096338-095_S215_R2_001.fastq.gz	88.58%
GAS-AZ00096342-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096342-095_S219_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096342-095_S219_R2_001.fastq.gz	91.19%
GAS-AZ00096389-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096389-095_S209_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096389-095_S209_R2_001.fastq.gz	98.02%
GAS-AZ00096394-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096394-095_S210_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096394-095_S210_R2_001.fastq.gz	98.70%
GAS-AZ00096395-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096395-095_S211_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096395-095_S211_R2_001.fastq.gz	90.05%
GAS-AZ00096396-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096396-095_S214_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096396-095_S214_R2_001.fastq.gz	90.97%
GAS-AZ00096397-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096397-095_S213_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096397-095_S213_R2_001.fastq.gz	91.22%
GAS-AZ00096398-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096398-095_S212_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096398-095_S212_R2_001.fastq.gz	90.05%
GAS-AZ00096408-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096408-095_S208_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096408-095_S208_R2_001.fastq.gz	90.04%
GAS-AZ00096535-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096535-095_S207_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096535-095_S207_R2_001.fastq.gz	92.19%
GAS-AZ00096536-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096536-095_S206_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096536-095_S206_R2_001.fastq.gz	90.09%
GAS-AZ00096569-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096569-095_S198_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096569-095_S198_R2_001.fastq.gz	91.41%
GAS-AZ00096578-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096578-095_S199_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096578-095_S199_R2_001.fastq.gz	89.05%
GAS-AZ00096579-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096579-095_S200_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096579-095_S200_R2_001.fastq.gz	89.47%
GAS-AZ00096580-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096580-095_S202_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096580-095_S202_R2_001.fastq.gz	90.19%
GAS-AZ00096581-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096581-095_S201_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096581-095_S201_R2_001.fastq.gz	90.08%
GAS-AZ00096585-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096585-095_S203_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096585-095_S203_R2_001.fastq.gz	90.08%
GAS-AZ00096586-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096586-095_S205_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096586-095_S205_R2_001.fastq.gz	92.54%
GAS-AZ00096587-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096587-095_S204_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096587-095_S204_R2_001.fastq.gz	92.18%
GAS-AZ00096680-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096680-095_S222_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096680-095_S222_R2_001.fastq.gz	98.70%
GAS-AZ00096689-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096689-095_S220_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096689-095_S220_R2_001.fastq.gz	88.62%
GAS-AZ00096717-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096717-095_S223_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096717-095_S223_R2_001.fastq.gz	98.70%
GAS-AZ00096730-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096730-095_S224_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096730-095_S224_R2_001.fastq.gz	98.70%
GAS-AZ00096826-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096826-095_S225_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096826-095_S225_R2_001.fastq.gz	89.36%
GAS-AZ00096878-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096878-095_S229_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096878-095_S229_R2_001.fastq.gz	91.22%
GAS-AZ00096900-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096900-095_S228_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00096900-095_S228_R2_001.fastq.gz	91.30%
GAS-AZ00097026-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097026-095_S227_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097026-095_S227_R2_001.fastq.gz	90.08%
GAS-AZ00097028-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097028-095_S231_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097028-095_S231_R2_001.fastq.gz	91.29%
GAS-AZ00097114-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097114-095_S238_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097114-095_S238_R2_001.fastq.gz	89.98%
GAS-AZ00097136-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097136-095_S234_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097136-095_S234_R2_001.fastq.gz	92.39%
GAS-AZ00097137-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097137-095_S233_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097137-095_S233_R2_001.fastq.gz	88.85%
GAS-AZ00097153-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097153-095_S240_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097153-095_S240_R2_001.fastq.gz	90.09%
GAS-AZ00097154-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097154-095_S237_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097154-095_S237_R2_001.fastq.gz	90.09%
GAS-AZ00097155-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097155-095_S235_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097155-095_S235_R2_001.fastq.gz	90.39%
GAS-AZ00097159-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097159-095_S236_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097159-095_S236_R2_001.fastq.gz	89.12%
GAS-AZ00097279-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097279-095_S239_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097279-095_S239_R2_001.fastq.gz	98.70%
GAS-AZ00097292-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097292-095_S241_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097292-095_S241_R2_001.fastq.gz	91.49%
GAS-AZ00097348-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097348-095_S230_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097348-095_S230_R2_001.fastq.gz	91.34%
GAS-AZ00097421-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097421-095_S242_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097421-095_S242_R2_001.fastq.gz	90.08%
GAS-AZ00097422-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097422-095_S243_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097422-095_S243_R2_001.fastq.gz	89.94%
GAS-AZ00097456-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097456-095_S244_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097456-095_S244_R2_001.fastq.gz	91.96%
GAS-AZ00097462-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097462-095_S245_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097462-095_S245_R2_001.fastq.gz	90.00%
GAS-AZ00097772-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097772-095_S247_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00097772-095_S247_R2_001.fastq.gz	91.94%
GAS-AZ00098001-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098001-095_S248_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098001-095_S248_R2_001.fastq.gz	88.90%
GAS-AZ00098002-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098002-095_S249_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098002-095_S249_R2_001.fastq.gz	89.06%
GAS-AZ00098008-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098008-095_S250_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098008-095_S250_R2_001.fastq.gz	90.06%
GAS-AZ00098010-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098010-095_S251_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098010-095_S251_R2_001.fastq.gz	93.44%
GAS-AZ00098012-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098012-095_S253_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098012-095_S253_R2_001.fastq.gz	91.33%
GAS-AZ00098013-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098013-095_S254_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098013-095_S254_R2_001.fastq.gz	88.93%
GAS-AZ00098179-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098179-095_S256_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098179-095_S256_R2_001.fastq.gz	90.18%
GAS-AZ00098214-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098214-095_S257_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098214-095_S257_R2_001.fastq.gz	90.07%
GAS-AZ00098216-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098216-095_S258_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098216-095_S258_R2_001.fastq.gz	88.89%
GAS-AZ00098284-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098284-095_S259_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098284-095_S259_R2_001.fastq.gz	90.09%
GAS-AZ00098322-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098322-095_S260_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098322-095_S260_R2_001.fastq.gz	88.94%
GAS-AZ00098328-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098328-095_S261_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098328-095_S261_R2_001.fastq.gz	98.70%
GAS-AZ00098332-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098332-095_S262_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098332-095_S262_R2_001.fastq.gz	91.22%
GAS-AZ00098334-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098334-095_S263_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098334-095_S263_R2_001.fastq.gz	90.02%
GAS-AZ00098551-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098551-095_S265_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098551-095_S265_R2_001.fastq.gz	89.36%
GAS-AZ00098552-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098552-095_S266_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098552-095_S266_R2_001.fastq.gz	92.10%
GAS-AZ00098553-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098553-095_S267_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098553-095_S267_R2_001.fastq.gz	89.98%
GAS-AZ00098554-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098554-095_S268_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098554-095_S268_R2_001.fastq.gz	89.99%
GAS-AZ00098555-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098555-095_S269_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098555-095_S269_R2_001.fastq.gz	89.03%
GAS-AZ00098576-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098576-095_S270_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098576-095_S270_R2_001.fastq.gz	92.20%
GAS-AZ00098588-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098588-095_S271_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098588-095_S271_R2_001.fastq.gz	91.20%
GAS-AZ00098713-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098713-095_S272_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098713-095_S272_R2_001.fastq.gz	89.05%
GAS-AZ00098764-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098764-095_S273_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098764-095_S273_R2_001.fastq.gz	90.06%
GAS-AZ00098930-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098930-095_S274_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098930-095_S274_R2_001.fastq.gz	91.19%
GAS-AZ00098931-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098931-095_S275_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098931-095_S275_R2_001.fastq.gz	89.04%
GAS-AZ00098934-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098934-095_S278_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098934-095_S278_R2_001.fastq.gz	92.18%
GAS-AZ00098935-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098935-095_S277_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00098935-095_S277_R2_001.fastq.gz	92.41%
GAS-AZ00099049-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00099049-095_S280_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00099049-095_S280_R2_001.fastq.gz	92.34%
GAS-AZ00099104-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00099104-095_S281_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00099104-095_S281_R2_001.fastq.gz	92.17%
GAS-AZ00103086-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103086-095_S282_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103086-095_S282_R2_001.fastq.gz	91.23%
GAS-AZ00103101-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103101-095_S283_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103101-095_S283_R2_001.fastq.gz	90.16%
GAS-AZ00103558-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103558-095_S284_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103558-095_S284_R2_001.fastq.gz	91.78%
GAS-AZ00103560-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103560-095_S285_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103560-095_S285_R2_001.fastq.gz	98.70%
GAS-AZ00103766-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103766-095_S287_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103766-095_S287_R2_001.fastq.gz	89.86%
GAS-AZ00103767-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103767-095_S288_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103767-095_S288_R2_001.fastq.gz	89.98%
GAS-AZ00103799-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103799-095_S289_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103799-095_S289_R2_001.fastq.gz	89.99%
GAS-AZ00103800-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103800-095_S290_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00103800-095_S290_R2_001.fastq.gz	89.99%
GAS-AZ00104656-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00104656-095_S318_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00104656-095_S318_R2_001.fastq.gz	89.92%
GAS-AZ00104657-095	2020-12-30	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00104657-095_S292_R1_001.fastq.gz	/TGenNextGen/TGN-NextSeq0239/PMI-TGN_Bowers_PH-GAS/GAS-AZ00104657-095_S292_R2_001.fastq.gz	90.07%
